campanya,municipi,cultiu,ha,parcels
2021,MONTBRIO DEL CAMP,PRÉSSEC PLA,0.3965,1
2021,MONTBRIO DEL CAMP,HORTA,0.3024,7
2021,MONTBRIO DEL CAMP,PERERES,0.1889,2
2021,MONTBRIO DEL CAMP,CLEMENTINA,0.1733,1
2021,MONTBRIO DEL CAMP,POMERES,0.1281,2
2021,MONTBRIO DEL CAMP,TOMÀQUET,0.1057,1
2021,MONTBRIO DEL CAMP,PATATA,0.0977,1
2021,MONTBRIO DEL CAMP,KIWI,0.0632,1
2021,PRADES,AVELLANER,165.3986,164
2021,PRADES,GUAR N SIE,24.2191,56
2021,PRADES,CIVADA,14.7801,17
2021,PRADES,LLÚPOL,10.1819,11
2021,PRADES,VINYES,10.0336,10
2021,PRADES,PATATA,7.4708,22
2021,PRADES,ORDI,4.7019,9
2021,PRADES,TÒFONA,4.394,3
2021,PRADES,GUARET SIE/ SUP. LLIURE SEMBRA,4.284,5
2021,PRADES,NOGUERES,3.8028,7
2021,PRADES,POMERES,1.6668,3
2021,PRADES,PÈSOLS NO SIE,1.2111,1
2021,PRADES,PÈSOLS SIE,1.1677,2
2021,PRADES,ENCIAM,1.097,6
2021,PRADES,MONGETA NO SIE,0.7739,2
2021,PRADES,HORTA,0.6354,11
2021,PRADES,TOMÀQUET,0.586,3
2021,PRADES,CASTANYERS,0.5472,3
2021,PRADES,COL I COLIFLOR,0.3266,5
2021,PRADES,CIRERERS,0.0344,1
2021,PRATDIP,AVELLANER,56.8663,108
2021,PRATDIP,AMETLLERS,17.8265,37
2021,PRATDIP,OLIVERES,16.9084,60
2021,PRATDIP,GARROFER,13.3586,27
2021,PRATDIP,GUAR N SIE,6.0247,15
2021,PRATDIP,CIRERERS,2.022,7
2021,PRATDIP,HORTA,0.7695,15
2021,PRATDIP,ALBERCOQUERS,0.621,1
2021,PRATDIP,"CEBES, CALÇOTS, PORROS I ALLS",0.2126,2
2021,PRATDIP,TOMÀQUET,0.0362,1
2021,PRATDIP,PERERES,0.0162,1
2021,REUS,OLIVERES,460.8653,892
2021,REUS,AVELLANER,381.1222,448
2021,REUS,AMETLLERS,150.4624,174
2021,REUS,ORDI,145.1429,64
2021,REUS,GUAR N SIE,62.3362,171
2021,REUS,GARROFER,38.7374,121
2021,REUS,COL I COLIFLOR,33.8502,14
2021,REUS,TRITICALE,30.4573,33
2021,REUS,GUARET SIE/ SUP. LLIURE SEMBRA,21.9732,18
2021,REUS,VINYES,21.9685,31
2021,REUS,"CEBES, CALÇOTS, PORROS I ALLS",21.4657,28
2021,REUS,CIVADA,17.1006,17
2021,REUS,"ENDÍVIA, ESCAROLA I XICOIRA",11.9139,15
2021,REUS,ENCIAM,9.1812,25
2021,REUS,BLAT TOU,8.1312,9
2021,REUS,PRESSEGUERS,7.4007,14
2021,REUS,NAP I COL XINESA,5.8747,1
2021,REUS,VEÇA I CIVADA SIE,5.4649,1
2021,REUS,TARONGER,5.3159,25
2021,REUS,BLEDA,5.1988,6
2021,REUS,CARABASSA,4.8522,5
2021,REUS,TOMÀQUET,4.2355,9
2021,REUS,PATATA,3.5956,8
2021,REUS,FESTUCA,2.8992,2
2021,REUS,CARXOFA,2.6953,5
2021,REUS,ALTRES FRUITERS,2.522,41
2021,REUS,PÈSOLS SIE,2.2542,2
2021,REUS,MELÓ,1.9618,2
2021,REUS,JULIVERT,1.8156,3
2021,REUS,ALFALS SIE,1.7816,3
2021,REUS,MONGETA NO SIE,1.3731,5
2021,REUS,API,0.9945,1
2021,REUS,VIVER ARBRE I ARBUST,0.9794,2
2021,REUS,ALFALS NO SIE,0.9388,2
2021,REUS,SÍNDRIA,0.8183,2
2021,REUS,CLEMENTINA,0.6751,2
2021,REUS,PEBROT,0.4469,2
2021,REUS,NOGUERES,0.4104,3
2021,REUS,FAVES I FAVONS NO SIE,0.3769,2
2021,REUS,HORTA,0.3674,8
2021,REUS,CARBASSÓ,0.3602,2
2021,REUS,MADUIXA,0.2326,2
2021,REUS,NECTARINS,0.2119,1
2021,REUS,LLIMONER,0.0917,2
2021,REUS,CIRERERS,0.0296,1
2021,REUS,COGOMBRE,0.0285,1
2021,RIUDECANYES,OLIVERES,224.1187,428
2021,RIUDECANYES,AMETLLERS,11.5834,47
2021,RIUDECANYES,AVELLANER,9.6492,43
2021,RIUDECANYES,GARROFER,8.285,44
2021,RIUDECANYES,CIVADA,5.7574,2
2021,RIUDECANYES,GUAR N SIE,2.8762,28
2021,RIUDECANYES,ALBERCOQUERS,2.0479,2
2021,RIUDECANYES,POMERES,1.5037,1
2021,RIUDECANYES,TARONGER,1.1294,7
2021,RIUDECANYES,CLEMENTINA,1.0162,9
2021,RIUDECANYES,ALTRES FRUITERS,0.7707,14
2021,RIUDECANYES,ORDI,0.7349,4
2021,RIUDECANYES,VINYES,0.7333,4
2021,RIUDECANYES,"CEBES, CALÇOTS, PORROS I ALLS",0.5447,1
2021,RIUDECANYES,CARXOFA,0.5186,1
2021,RIUDECANYES,FAVES I FAVONS SIE,0.4342,4
2021,RIUDECANYES,LLIMONER,0.2859,3
2021,RIUDECANYES,HORTA,0.2236,6
2021,RIUDECANYES,MONGETA SIE,0.1803,1
2021,RIUDECANYES,TOMÀQUET,0.1697,1
2021,RIUDECANYES,PEBROT,0.126,1
2021,RIUDECANYES,PATATA,0.1059,2
2021,RIUDECANYES,FAVES I FAVONS NO SIE,0.092,1
2021,RIUDECANYES,PÈSOLS NO SIE,0.0794,1
2021,RIUDECANYES,GUARET SIE/ SUP. LLIURE SEMBRA,0.0664,1
2021,RIUDECANYES,NOGUERES,0.0203,1
2021,RIUDECANYES,COL I COLIFLOR,0.0098,1
2021,RIUDECOLS,AVELLANER,109.3322,186
2021,RIUDECOLS,OLIVERES,36.6412,120
2021,RIUDECOLS,AMETLLERS,25.241,60
2021,RIUDECOLS,GUAR N SIE,3.5436,13
2021,RIUDECOLS,GARROFER,3.276,7
2021,RIUDECOLS,CÀNEM,2.3639,1
2021,RIUDECOLS,ORDI,0.7424,2
2021,RIUDECOLS,POMERES,0.1833,1
2021,RIUDECOLS,HORTA,0.1675,5
2021,RIUDECOLS,ENCIAM,0.1478,7
2021,RIUDECOLS,ALTRES FRUITERS,0.1135,4
2021,RIUDECOLS,GUARET SIE/ SUP. LLIURE SEMBRA,0.082,1
2021,RIUDECOLS,TOMÀQUET,0.0587,1
2021,RIUDECOLS,TARONGER,0.0311,1
2021,RIUDOMS,OLIVERES,557.2288,1116
2021,RIUDOMS,AVELLANER,499.146199999999,589
2021,RIUDOMS,AMETLLERS,114.8751,165
2021,RIUDOMS,GUAR N SIE,65.0643,202
2021,RIUDOMS,GARROFER,52.0077,131
2021,RIUDOMS,ORDI,49.7463,43
2021,RIUDOMS,BLAT TOU,44.4941,28
2021,RIUDOMS,CIVADA,18.6423,8
2021,RIUDOMS,PRESSEGUERS,17.4106,46
2021,RIUDOMS,GUARET SIE/ SUP. LLIURE SEMBRA,11.6671,6
2021,RIUDOMS,"CEBES, CALÇOTS, PORROS I ALLS",10.4557,21
2021,RIUDOMS,TARONGER,7.1871,52
2021,RIUDOMS,NOGUERES,7.0473,17
2021,RIUDOMS,TOMÀQUET,5.6995,22
2021,RIUDOMS,VIVER ARBRE I ARBUST,5.5766,15
2021,RIUDOMS,ENCIAM,4.9387,14
2021,RIUDOMS,PRUNERES,3.3289,15
2021,RIUDOMS,COL I COLIFLOR,3.2583,6
2021,RIUDOMS,VINYES,2.9001,10
2021,RIUDOMS,ALTRES FRUITERS,2.6191,62
2021,RIUDOMS,CARXOFA,2.4996,6
2021,RIUDOMS,ALBERCOQUERS,2.4427,14
2021,RIUDOMS,TRITICALE,2.2301,3
2021,RIUDOMS,CLEMENTINA,2.0764,6
2021,RIUDOMS,PATATA,1.8722,5
2021,RIUDOMS,CARBASSÓ,1.7235,3
2021,RIUDOMS,MONGETA NO SIE,1.7215,10
2021,RIUDOMS,MENTA,1.6771,1
2021,RIUDOMS,CIRERERS,1.5592,4
2021,RIUDOMS,PLANTA ORNAMENTAL,1.5044,1
2021,RIUDOMS,HORTA,1.4592,28
2021,RIUDOMS,CARABASSA,1.3175,7
2021,RIUDOMS,LLIMONER,1.1282,4
2021,RIUDOMS,KIWI,1.088,2
2021,RIUDOMS,ESPINAC,0.9241,2
2021,RIUDOMS,FAVES I FAVONS NO SIE,0.9033,3
2021,RIUDOMS,MAGRANER,0.7872,2
2021,RIUDOMS,CODONY,0.7786,1
2021,RIUDOMS,COGOMBRE,0.7134,1
2021,RIUDOMS,PÈSOLS NO SIE,0.5782,2
2021,RIUDOMS,"ENDÍVIA, ESCAROLA I XICOIRA",0.5419,1
2021,RIUDOMS,SÍNDRIA,0.4883,1
2021,RIUDOMS,MANDARINER HÍBRID,0.4869,1
2021,RIUDOMS,POMERES,0.3435,3
2021,RIUDOMS,FLOR TALLADA,0.3388,2
2021,RIUDOMS,PEBROT,0.2434,3
2021,RIUDOMS,NESPRER,0.1458,1
2021,RIUDOMS,JULIVERT,0.1367,1
2021,RIUDOMS,PERERES,0.1178,2
2021,RIUDOMS,ESPARRECS,0.0236,1
2021,RIUDOMS,FIGUERA,0.01,1
2021,SELVA DEL CAMP (LA),AVELLANER,971.153400000001,881
2021,SELVA DEL CAMP (LA),OLIVERES,245.4054,1038
2021,SELVA DEL CAMP (LA),AMETLLERS,84.6498,152
2021,SELVA DEL CAMP (LA),GUAR N SIE,33.0678,106
2021,SELVA DEL CAMP (LA),"CEBES, CALÇOTS, PORROS I ALLS",25.7008,31
2021,SELVA DEL CAMP (LA),VINYES,11.6761,22
2021,SELVA DEL CAMP (LA),GARROFER,9.8953,47
2021,SELVA DEL CAMP (LA),ORDI,8.9706,11
2021,SELVA DEL CAMP (LA),CIVADA,7.0795,8
2021,SELVA DEL CAMP (LA),NOGUERES,5.3619,7
2021,SELVA DEL CAMP (LA),GUARET SIE/ SUP. LLIURE SEMBRA,4.4287,8
2021,SELVA DEL CAMP (LA),TRITICALE,4.1532,3
2021,SELVA DEL CAMP (LA),ALTRES FRUITERS,2.3181,49
2021,SELVA DEL CAMP (LA),PRESSEGUERS,2.313,5
2021,SELVA DEL CAMP (LA),COLZA,2.1617,4
2021,SELVA DEL CAMP (LA),PÈSOLS NO SIE,1.5495,1
2021,SELVA DEL CAMP (LA),VIVER ARBRE I ARBUST,1.4821,6
2021,SELVA DEL CAMP (LA),HORTA,1.3168,39
2021,SELVA DEL CAMP (LA),CARBASSÓ,1.2762,2
2021,SELVA DEL CAMP (LA),PATATA,0.9112,17
2021,SELVA DEL CAMP (LA),ENCIAM,0.8685,30
2021,SELVA DEL CAMP (LA),TOMÀQUET,0.8556,11
2021,SELVA DEL CAMP (LA),PASTURES DE MENYS DE 5 ANYS,0.2878,1
2021,SELVA DEL CAMP (LA),CARXOFA,0.167,2
2021,SELVA DEL CAMP (LA),CLEMENTINA,0.1057,1
2021,SELVA DEL CAMP (LA),FAVES I FAVONS NO SIE,0.1048,1
2021,SELVA DEL CAMP (LA),VECES NO SIE,0.0941,4
2021,SELVA DEL CAMP (LA),CARABASSA,0.0882,1
2021,SELVA DEL CAMP (LA),CIGRONS NO SIE,0.0636,1
2021,SELVA DEL CAMP (LA),MADUIXA,0.0512,1
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,AVELLANER,98.4729,134
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,GARROFER,76.433,147
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,OLIVERES,72.6594,295
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,AMETLLERS,12.3704,27
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,CIRERERS,6.4026,6
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,ALBERCOQUERS,3.4122,5
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,VINYES,2.6847,11
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,TÒFONA,1.0142,3
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,POMERES,0.4087,3
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,"CEBES, CALÇOTS, PORROS I ALLS",0.3253,1
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,HORTA,0.3095,8
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,PERERES,0.2046,2
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,ALTRES FRUITERS,0.1923,3
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,PEBROT,0.0733,1
2021,VANDELLOS I L'HOSPITALET DE L'INFANT,GUAR N SIE,0.0726,3
2021,VILANOVA D'ESCORNALBOU,OLIVERES,87.8272,164
2021,VILANOVA D'ESCORNALBOU,ORDI,23.7791,16
2021,VILANOVA D'ESCORNALBOU,POMERES,16.9682,6
2021,VILANOVA D'ESCORNALBOU,ALBERCOQUERS,14.9395,11
2021,VILANOVA D'ESCORNALBOU,AVELLANER,14.1615,23
2021,VILANOVA D'ESCORNALBOU,GARROFER,12.9143,43
2021,VILANOVA D'ESCORNALBOU,GUAR N SIE,11.1397,23
2021,VILANOVA D'ESCORNALBOU,PRUNERES,6.4402,4
2021,VILANOVA D'ESCORNALBOU,FAVES I FAVONS NO SIE,5.4046,2
2021,VILANOVA D'ESCORNALBOU,AMETLLERS,5.1794,14
2021,VILANOVA D'ESCORNALBOU,TARONGER,4.3147,11
2021,VILANOVA D'ESCORNALBOU,JULIVERT,4.2411,5
2021,VILANOVA D'ESCORNALBOU,ENCIAM,4.1719,2
2021,VILANOVA D'ESCORNALBOU,CLEMENTINA,4.0434,2
2021,VILANOVA D'ESCORNALBOU,MAGRANER,3.3442,1
2021,VILANOVA D'ESCORNALBOU,PÈSOLS NO SIE,2.6226,3
2021,VILANOVA D'ESCORNALBOU,ESPECIES AROMÀTIQUES HERBÀCI,2.5324,1
2021,VILANOVA D'ESCORNALBOU,BLAT DUR,1.7094,2
2021,VILANOVA D'ESCORNALBOU,"CEBES, CALÇOTS, PORROS I ALLS",1.4197,1
2021,VILANOVA D'ESCORNALBOU,GUARET SIE/ SUP. LLIURE SEMBRA,1.2553,2
2021,VILANOVA D'ESCORNALBOU,MONGETA NO SIE,1.0659,1
2021,VILANOVA D'ESCORNALBOU,ALFALS NO SIE,0.6659,2
2021,VILANOVA D'ESCORNALBOU,ALTRES FRUITERS,0.0802,1
2021,VILANOVA D'ESCORNALBOU,LLIMONER,0.0424,1
2021,VILANOVA D'ESCORNALBOU,HORTA,0.0205,1
2021,VILAPLANA,AVELLANER,79.5495,134
2021,VILAPLANA,AMETLLERS,26.7295,52
2021,VILAPLANA,OLIVERES,22.4763,165
2021,VILAPLANA,TREPADELLA NO SIE,19.4257,14
2021,VILAPLANA,GUAR N SIE,12.265,16
2021,VILAPLANA,ORDI,1.2061,3
2021,VILAPLANA,TARONGER,0.4081,2
2021,VILAPLANA,PATATA,0.3354,6
2021,VILAPLANA,TOMÀQUET,0.1481,1
2021,VILAPLANA,CASTANYERS,0.1451,1
2021,VILAPLANA,ALTRES FRUITERS,0.1387,2
2021,VILAPLANA,VINYES,0.0195,1
2021,VINYOLS I ELS ARCS,OLIVERES,192.4136,324
2021,VINYOLS I ELS ARCS,AVELLANER,57.9387,70
2021,VINYOLS I ELS ARCS,GUAR N SIE,46.9421,75
2021,VINYOLS I ELS ARCS,ORDI,37.2324,27
2021,VINYOLS I ELS ARCS,VIVER ARBRE I ARBUST,32.6844,35
2021,VINYOLS I ELS ARCS,TARONGER,32.4576,43
2021,VINYOLS I ELS ARCS,CLEMENTINA,15.4128,27
2021,VINYOLS I ELS ARCS,"CEBES, CALÇOTS, PORROS I ALLS",10.4868,13
2021,VINYOLS I ELS ARCS,GARROFER,7.1763,32
2021,VINYOLS I ELS ARCS,GUARET SIE/ SUP. LLIURE SEMBRA,7.0225,6
2021,VINYOLS I ELS ARCS,TOMÀQUET,6.3543,11
2021,VINYOLS I ELS ARCS,AMETLLERS,6.2934,10
2021,VINYOLS I ELS ARCS,CIVADA,5.9937,4
2021,VINYOLS I ELS ARCS,PRESSEGUERS,2.8831,7
2021,VINYOLS I ELS ARCS,PRUNERES,2.83,6
2021,VINYOLS I ELS ARCS,PATATA,2.7654,2
2021,VINYOLS I ELS ARCS,VINYES,2.7433,8
2021,VINYOLS I ELS ARCS,ALFALS NO SIE,2.6803,4
2021,VINYOLS I ELS ARCS,CARXOFA,2.6398,5
2021,VINYOLS I ELS ARCS,BLAT TOU,2.519,2
2021,VINYOLS I ELS ARCS,ENCIAM,1.6598,3
2021,VINYOLS I ELS ARCS,NOGUERES,1.2244,6
2021,VINYOLS I ELS ARCS,VEÇA I CIVADA SIE,1.2173,1
2021,VINYOLS I ELS ARCS,LLIMONER,1.0716,3
2021,VINYOLS I ELS ARCS,COL I COLIFLOR,1.0476,3
2021,VINYOLS I ELS ARCS,FAVES I FAVONS NO SIE,0.9175,2
2021,VINYOLS I ELS ARCS,MANDARINER HÍBRID,0.5159,2
2021,VINYOLS I ELS ARCS,ALTRES FRUITERS,0.492,13
2021,VINYOLS I ELS ARCS,ALBERGÍNIA,0.4765,2
2021,VINYOLS I ELS ARCS,MONGETA NO SIE,0.4416,2
2021,VINYOLS I ELS ARCS,CIRERERS,0.4364,1
2021,VINYOLS I ELS ARCS,CARABASSA,0.3785,1
2021,VINYOLS I ELS ARCS,MADUIXA,0.2817,1
2021,VINYOLS I ELS ARCS,ALBERCOQUERS,0.1886,2
2021,VINYOLS I ELS ARCS,PEBROT,0.1535,1
2021,VINYOLS I ELS ARCS,POMELO O ARANJA,0.1399,1
2021,VINYOLS I ELS ARCS,HORTA,0.1265,3
2021,VINYOLS I ELS ARCS,POMERES,0.034,1
2022,ALBIOL (L'),VINYES,80.1424,104
2022,ALBIOL (L'),AMETLLERS,49.9214,35
2022,ALBIOL (L'),AVELLANER,31.6533,29
2022,ALBIOL (L'),GUARET NO SIE/ SUP. LLIURE SEMBRA,12.7242,58
2022,ALBIOL (L'),OLIVERES,10.1632,101
2022,ALBIOL (L'),GUARET SIE/ SUP. LLIURE SEMBRA,5.4389,2
2022,ALBIOL (L'),ORDI,1.8454,1
2022,ALBIOL (L'),POMERES,0.9222,2
2022,ALBIOL (L'),ALFALS NO SIE,0.8036,5
2022,ALBIOL (L'),GARROFER,0.7756,12
2022,ALBIOL (L'),PRESSEGUERS,0.6938,1
2022,ALBIOL (L'),ALBERCOQUERS,0.4988,1
2022,ALBIOL (L'),PERERES,0.4613,1
2022,ALBIOL (L'),PRUNERES,0.4549,1
2022,ALBIOL (L'),RAÏM DE TAULA,0.273,1
2022,ALBIOL (L'),NECTARINS,0.2346,1
2022,ALBIOL (L'),PASTURES DE MENYS DE 5 ANYS,0.1828,1
2022,ALBIOL (L'),HORTA AUTOCONSUM,0.1533,3
2022,ALBIOL (L'),MELÓ,0.1476,1
2022,ALBIOL (L'),ALTRES FRUITERS,0.0207,1
2022,ALEIXAR (L'),AVELLANER,495.5308,528
2022,ALEIXAR (L'),OLIVERES,180.9825,587
2022,ALEIXAR (L'),AMETLLERS,138.5457,177
2022,ALEIXAR (L'),GARROFER,16.1147,49
2022,ALEIXAR (L'),GUARET NO SIE/ SUP. LLIURE SEMBRA,13.5716,52
2022,ALEIXAR (L'),"CEBES, CALÇOTS, PORROS I ALLS",3.0148,8
2022,ALEIXAR (L'),NOGUERES,1.4825,5
2022,ALEIXAR (L'),MONGETA NO SIE,1.2199,2
2022,ALEIXAR (L'),TOMÀQUET,0.7957,3
2022,ALEIXAR (L'),CIRERERS,0.7042,3
2022,ALEIXAR (L'),ALTRES FRUITERS,0.4816,13
2022,ALEIXAR (L'),PRESSEGUERS,0.479,2
2022,ALEIXAR (L'),HORTA AUTOCONSUM,0.405,10
2022,ALEIXAR (L'),ALBERCOQUERS,0.3307,1
2022,ALEIXAR (L'),ENCIAM,0.2111,6
2022,ALEIXAR (L'),PATATA,0.088,3
2022,ALEIXAR (L'),VINYES,0.0864,2
2022,ALEIXAR (L'),SAFRÀ,0.0695,1
2022,ALEIXAR (L'),FIGUERA,0.0244,1
2022,ALEIXAR (L'),MELÓ,0.0227,1
2022,ALFORJA,AVELLANER,244.7525,335
2022,ALFORJA,OLIVERES,79.9951999999999,405
2022,ALFORJA,AMETLLERS,51.2639,134
2022,ALFORJA,GUARET NO SIE/ SUP. LLIURE SEMBRA,7.2999,20
2022,ALFORJA,ORDI,7.2137,8
2022,ALFORJA,VINYES,5.6682,17
2022,ALFORJA,NOGUERES,2.1062,1
2022,ALFORJA,ALFALS NO SIE,0.9877,2
2022,ALFORJA,PATATA,0.4974,6
2022,ALFORJA,CIRERERS,0.4427,2
2022,ALFORJA,HORTA AUTOCONSUM,0.409,11
2022,ALFORJA,ALTRES FRUITERS,0.362,6
2022,ALFORJA,KIWI,0.313,1
2022,ALFORJA,GARROFER,0.1379,2
2022,ALFORJA,BLEDA,0.1178,2
2022,ALFORJA,TARONGER,0.1125,2
2022,ALFORJA,"CEBES, CALÇOTS, PORROS I ALLS",0.0673,1
2022,ALFORJA,PERERES,0.0627,1
2022,ALFORJA,PEBROT,0.0337,1
2022,ALMOSTER,AVELLANER,46.6348,76
2022,ALMOSTER,OLIVERES,43.7156,108
2022,ALMOSTER,GUARET NO SIE/ SUP. LLIURE SEMBRA,4.3738,8
2022,ALMOSTER,AMETLLERS,2.401,14
2022,ALMOSTER,PRESSEGUERS,2.3426,7
2022,ALMOSTER,ORDI,1.4165,1
2022,ALMOSTER,"CEBES, CALÇOTS, PORROS I ALLS",1.3649,1
2022,ALMOSTER,COLZA,0.697,1
2022,ALMOSTER,CIRERERS,0.6455,3
2022,ALMOSTER,BLAT DE MORO,0.6347,1
2022,ALMOSTER,GARROFER,0.5375,6
2022,ALMOSTER,ALTRES FRUITERS,0.3911,5
2022,ALMOSTER,PATATA,0.0973,1
2022,ALMOSTER,TARONGER,0.0565,3
2022,ALMOSTER,HORTA AUTOCONSUM,0.0507,1
2022,ALMOSTER,ENCIAM,0.0432,1
2022,ALMOSTER,FIGUERA,0.0167,1
2022,ALMOSTER,TOMÀQUET,0.0167,1
2022,ARBOLI,AVELLANER,22.6858,30
2022,ARBOLI,GUARET NO SIE/ SUP. LLIURE SEMBRA,8.3669,12
2022,ARBOLI,PASTURES DE MENYS DE 5 ANYS,4.7287,4
2022,ARBOLI,AMETLLERS,3.8448,7
2022,ARBOLI,VINYES,2.6147,4
2022,ARBOLI,ENCIAM,2.5356,3
2022,ARBOLI,OLIVERES,0.9866,5
2022,ARBOLI,PATATA,0.7558,1
2022,ARBOLI,TREPADELLA SIE,0.6034,3
2022,ARBOLI,COL I COLIFLOR,0.2931,1
2022,ARBOLI,GUARET SIE/ SUP. LLIURE SEMBRA,0.2073,3
2022,BORGES DEL CAMP (LES),OLIVERES,63.1762,143
2022,BORGES DEL CAMP (LES),AVELLANER,35.027,53
2022,BORGES DEL CAMP (LES),AMETLLERS,4.8008,15
2022,BORGES DEL CAMP (LES),GUARET NO SIE/ SUP. LLIURE SEMBRA,2.8906,11
2022,BORGES DEL CAMP (LES),COL I COLIFLOR,0.8013,8
2022,BORGES DEL CAMP (LES),ENCIAM,0.6946,4
2022,BORGES DEL CAMP (LES),"CEBES, CALÇOTS, PORROS I ALLS",0.5819,3
2022,BORGES DEL CAMP (LES),TOMÀQUET,0.5275,3
2022,BORGES DEL CAMP (LES),LLIMONER,0.3731,2
2022,BORGES DEL CAMP (LES),ESPECIES AROMÀTIQUES LLENYOSES,0.308,1
2022,BORGES DEL CAMP (LES),BLEDA,0.2484,1
2022,BORGES DEL CAMP (LES),CIRERERS,0.1923,1
2022,BORGES DEL CAMP (LES),ALTRES FRUITERS,0.1829,3
2022,BORGES DEL CAMP (LES),CARABASSA,0.1695,1
2022,BORGES DEL CAMP (LES),ESPINAC,0.156,1
2022,BORGES DEL CAMP (LES),GARROFER,0.1236,1
2022,BORGES DEL CAMP (LES),TARONGER,0.1174,1
2022,BORGES DEL CAMP (LES),HORTA AUTOCONSUM,0.1085,6
2022,BORGES DEL CAMP (LES),ALBERGÍNIA,0.0659,1
2022,BORGES DEL CAMP (LES),PRESSEGUERS,0.041,1
2022,BORGES DEL CAMP (LES),CARBASSÓ,0.0332,1
2022,BOTARELL,OLIVERES,428.701,464
2022,BOTARELL,AVELLANER,64.4301000000001,109
2022,BOTARELL,AMETLLERS,29.537,64
2022,BOTARELL,GUARET NO SIE/ SUP. LLIURE SEMBRA,21.6979,69
2022,BOTARELL,VINYES,14.0941,13
2022,BOTARELL,GARROFER,12.3868,54
2022,BOTARELL,CIVADA,11.6231,8
2022,BOTARELL,"CEBES, CALÇOTS, PORROS I ALLS",3.7696,4
2022,BOTARELL,ORDI,2.6382,2
2022,BOTARELL,COL I COLIFLOR,2.5947,3
2022,BOTARELL,VEÇA I CIVADA NO SIE,2.0923,5
2022,BOTARELL,PRESSEGUERS,2.0728,5
2022,BOTARELL,RAÏM DE TAULA,1.1307,1
2022,BOTARELL,PATATA,1.0409,1
2022,BOTARELL,JULIVERT,0.9443,1
2022,BOTARELL,ALTRES FRUITERS,0.743,16
2022,BOTARELL,TARONGER,0.7054,10
2022,BOTARELL,FAVES I FAVONS NO SIE,0.5704,1
2022,BOTARELL,MENTA,0.4871,3
2022,BOTARELL,HORTA AUTOCONSUM,0.4847,8
2022,BOTARELL,ENCIAM,0.2317,2
2022,BOTARELL,CODONY,0.2305,1
2022,BOTARELL,LLIMONER,0.0482,1
2022,BOTARELL,PRUNERES,0.0456,1
2022,CAMBRILS,OLIVERES,341.536900000001,484
2022,CAMBRILS,COL I COLIFLOR,105.7985,47
2022,CAMBRILS,ORDI,81.6431,52
2022,CAMBRILS,GUARET SIE/ SUP. LLIURE SEMBRA,69.27,51
2022,CAMBRILS,"CEBES, CALÇOTS, PORROS I ALLS",53.3546,39
2022,CAMBRILS,TRITICALE,49.8546,22
2022,CAMBRILS,GARROFER,43.8622,178
2022,CAMBRILS,SÍNDRIA,41.534,10
2022,CAMBRILS,AVELLANER,40.4315,39
2022,CAMBRILS,GUARET NO SIE/ SUP. LLIURE SEMBRA,40.0005,109
2022,CAMBRILS,BLAT TOU,37.8651,14
2022,CAMBRILS,PATATA,33.0271,17
2022,CAMBRILS,VINYES,32.3619,15
2022,CAMBRILS,ENCIAM,30.0517,23
2022,CAMBRILS,VIVER ARBRE I ARBUST,26.4792,10
2022,CAMBRILS,CARXOFA,21.511,17
2022,CAMBRILS,BLAT DUR,21.5072,15
2022,CAMBRILS,CLEMENTINA,19.6217,19
2022,CAMBRILS,TARONGER,18.529,36
2022,CAMBRILS,CARABASSA,17.8604,15
2022,CAMBRILS,MOSTASSA,15.8334,4
2022,CAMBRILS,CIVADA,14.1274,11
2022,CAMBRILS,PASTANAGA,12.8895,3
2022,CAMBRILS,VEÇA I CIVADA SIE,11.0814,3
2022,CAMBRILS,AMETLLERS,10.2316,17
2022,CAMBRILS,VECES SIE,10.122,4
2022,CAMBRILS,JULIVERT,10.0837,11
2022,CAMBRILS,CORIANDRE,9.3418,13
2022,CAMBRILS,TOMÀQUET,7.4682,17
2022,CAMBRILS,MENTA,6.7732,5
2022,CAMBRILS,FONOLL,6.7011,6
2022,CAMBRILS,API,5.7047,4
2022,CAMBRILS,MONGETA NO SIE,5.7007,9
2022,CAMBRILS,CARBASSÓ,5.6063,8
2022,CAMBRILS,FAVES I FAVONS NO SIE,5.3675,9
2022,CAMBRILS,PÈSOLS NO SIE,4.7828,5
2022,CAMBRILS,FAVES I FAVONS SIE,4.6457,6
2022,CAMBRILS,PRESSEGUERS,4.6255,16
2022,CAMBRILS,MONGETA SIE,4.4686,2
2022,CAMBRILS,ALBERGÍNIA,2.7709,3
2022,CAMBRILS,RAY-GRASS,2.3888,5
2022,CAMBRILS,CAMELINA,2.2884,1
