campanya,municipi,cultiu,ha,parcels
2020,SELVA DEL CAMP (LA),GUARET NO SIE/ SUP. LLIURE SE*,28.779,92
2020,SELVA DEL CAMP (LA),"CEBES, CALÇOTS, PORROS I ALLS",16.8959,22
2020,SELVA DEL CAMP (LA),VINYES,11.5016,21
2020,SELVA DEL CAMP (LA),COLZA,8.7566,6
2020,SELVA DEL CAMP (LA),ORDI,7.6467,9
2020,SELVA DEL CAMP (LA),GARROFER,6.9512,36
2020,SELVA DEL CAMP (LA),GUARET SIE/ SUP. LLIURE SEMBRA,6.9036,12
2020,SELVA DEL CAMP (LA),CIVADA,6.0039,5
2020,SELVA DEL CAMP (LA),NOGUERES,5.0474,6
2020,SELVA DEL CAMP (LA),ALTRES FRUITERS,1.9645,42
2020,SELVA DEL CAMP (LA),PÈSOLS NO SIE,1.9316,1
2020,SELVA DEL CAMP (LA),PRESSEGUERS,1.9271,4
2020,SELVA DEL CAMP (LA),MONGETA NO SIE,1.9017,5
2020,SELVA DEL CAMP (LA),GIRA-SOL,1.7565,1
2020,SELVA DEL CAMP (LA),VIVER ARBRE I ARBUST,1.1807,6
2020,SELVA DEL CAMP (LA),PATATA,0.9113,17
2020,SELVA DEL CAMP (LA),HORTA,0.8931,28
2020,SELVA DEL CAMP (LA),ENCIAM,0.8693,30
2020,SELVA DEL CAMP (LA),TOMÀQUET,0.6412,11
2020,SELVA DEL CAMP (LA),CLEMENTINA,0.3404,1
2020,SELVA DEL CAMP (LA),CARXOFA,0.167,2
2020,SELVA DEL CAMP (LA),FAVES I FAVONS NO SIE,0.1049,1
2020,SELVA DEL CAMP (LA),VECES NO SIE,0.0941,4
2020,SELVA DEL CAMP (LA),CARABASSA,0.0878,1
2020,SELVA DEL CAMP (LA),TREPADELLA NO SIE,0.081,1
2020,SELVA DEL CAMP (LA),MADUIXA,0.0512,1
2020,SELVA DEL CAMP (LA),CÀNEM,0.0202,1
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,AVELLANER,100.0417,120
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,GARROFER,73.655,131
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,OLIVERES,69.4557,280
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,AMETLLERS,10.9431,25
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,CIRERERS,4.4011,5
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,ALBERCOQUERS,3.4119,4
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,VINYES,2.683,11
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,TÒFONA,1.0142,3
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,POMERES,0.4087,3
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,"CEBES, CALÇOTS, PORROS I ALLS",0.2819,1
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,PERERES,0.2046,2
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,HORTA,0.1991,5
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,GUARET NO SIE/ SUP. LLIURE SE*,0.1858,5
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,ALTRES FRUITERS,0.1424,3
2020,VANDELLOS I L'HOSPITALET DE L'INFANT,PEBROT,0.0733,1
2020,VILANOVA D'ESCORNALBOU,OLIVERES,90.0545999999999,165
2020,VILANOVA D'ESCORNALBOU,ORDI,23.0323,14
2020,VILANOVA D'ESCORNALBOU,POMERES,20.4787,6
2020,VILANOVA D'ESCORNALBOU,GUARET NO SIE/ SUP. LLIURE SE*,15.0743,27
2020,VILANOVA D'ESCORNALBOU,AVELLANER,14.8183,20
2020,VILANOVA D'ESCORNALBOU,GARROFER,13.8673,43
2020,VILANOVA D'ESCORNALBOU,CARXOFA,7.7241,3
2020,VILANOVA D'ESCORNALBOU,PRUNERES,6.4402,4
2020,VILANOVA D'ESCORNALBOU,JULIVERT,5.7792,3
2020,VILANOVA D'ESCORNALBOU,ALBERCOQUERS,4.7049,3
2020,VILANOVA D'ESCORNALBOU,TARONGER,4.6172,11
2020,VILANOVA D'ESCORNALBOU,CLEMENTINA,4.0437,2
2020,VILANOVA D'ESCORNALBOU,CIVADA,3.8112,3
2020,VILANOVA D'ESCORNALBOU,AMETLLERS,3.7377,10
2020,VILANOVA D'ESCORNALBOU,MAGRANER,3.3444,1
2020,VILANOVA D'ESCORNALBOU,ESPECIES AROMÀTIQUES HERBÀCI,2.5325,1
2020,VILANOVA D'ESCORNALBOU,"ENDÍVIA, ESCAROLA I XICOIRA",2.3799,1
2020,VILANOVA D'ESCORNALBOU,BLAT DUR,1.7093,2
2020,VILANOVA D'ESCORNALBOU,"CEBES, CALÇOTS, PORROS I ALLS",1.5867,2
2020,VILANOVA D'ESCORNALBOU,ALFALS SIE,0.6565,1
2020,VILANOVA D'ESCORNALBOU,ALTRES FRUITERS,0.0808,1
2020,VILANOVA D'ESCORNALBOU,LLIMONER,0.0425,1
2020,VILANOVA D'ESCORNALBOU,HORTA,0.0207,1
2020,VILANOVA D'ESCORNALBOU,GUARET SIE/ SUP. LLIURE SEMBRA,0.0183,1
2020,VILAPLANA,AVELLANER,78.5665,109
2020,VILAPLANA,AMETLLERS,24.6067,38
2020,VILAPLANA,OLIVERES,19.6168,156
2020,VILAPLANA,TREPADELLA NO SIE,19.4262,14
2020,VILAPLANA,CIVADA,14.4009,5
2020,VILAPLANA,GUARET NO SIE/ SUP. LLIURE SE*,11.7638,16
2020,VILAPLANA,GUARET SIE/ SUP. LLIURE SEMBRA,1.2061,3
2020,VILAPLANA,TARONGER,0.4078,2
2020,VILAPLANA,PATATA,0.3353,6
2020,VILAPLANA,VINYES,0.2077,2
2020,VILAPLANA,TOMÀQUET,0.1481,1
2020,VILAPLANA,CASTANYERS,0.1451,1
2020,VILAPLANA,ALTRES FRUITERS,0.1387,2
2020,VINYOLS I ELS ARCS,OLIVERES,198.0666,302
2020,VINYOLS I ELS ARCS,AVELLANER,68.7462,66
2020,VINYOLS I ELS ARCS,GUARET NO SIE/ SUP. LLIURE SE*,36.7899,75
2020,VINYOLS I ELS ARCS,ORDI,35.6859,21
2020,VINYOLS I ELS ARCS,VIVER ARBRE I ARBUST,20.1217,28
2020,VINYOLS I ELS ARCS,TARONGER,17.7542,39
2020,VINYOLS I ELS ARCS,CLEMENTINA,11.5495,25
2020,VINYOLS I ELS ARCS,"CEBES, CALÇOTS, PORROS I ALLS",10.4275,11
2020,VINYOLS I ELS ARCS,AMETLLERS,8.0375,13
2020,VINYOLS I ELS ARCS,GARROFER,7.8543,37
2020,VINYOLS I ELS ARCS,VEÇA I CIVADA SIE,7.3874,3
2020,VINYOLS I ELS ARCS,TOMÀQUET,6.4591,12
2020,VINYOLS I ELS ARCS,CIVADA,4.9583,2
2020,VINYOLS I ELS ARCS,CARXOFA,3.6297,4
2020,VINYOLS I ELS ARCS,PRESSEGUERS,3.3323,8
2020,VINYOLS I ELS ARCS,FAVES I FAVONS NO SIE,2.9976,1
2020,VINYOLS I ELS ARCS,PRUNERES,2.9825,8
2020,VINYOLS I ELS ARCS,VINYES,2.7434,7
2020,VINYOLS I ELS ARCS,ALFALS NO SIE,2.5328,3
2020,VINYOLS I ELS ARCS,BLAT TOU,2.5192,2
2020,VINYOLS I ELS ARCS,PATATA,1.9119,3
2020,VINYOLS I ELS ARCS,COL I COLIFLOR,1.3248,2
2020,VINYOLS I ELS ARCS,GUARET SIE/ SUP. LLIURE SEMBRA,1.202,5
2020,VINYOLS I ELS ARCS,NOGUERES,1.1676,5
2020,VINYOLS I ELS ARCS,LLIMONER,1.1601,4
2020,VINYOLS I ELS ARCS,ALTRES FRUITERS,0.6639,12
2020,VINYOLS I ELS ARCS,ALBERGÍNIA,0.6134,3
2020,VINYOLS I ELS ARCS,MONGETA NO SIE,0.5931,2
2020,VINYOLS I ELS ARCS,MANDARINER HÍBRID,0.5159,1
2020,VINYOLS I ELS ARCS,CARABASSA,0.5137,2
2020,VINYOLS I ELS ARCS,CIRERERS,0.4365,1
2020,VINYOLS I ELS ARCS,VECES NO SIE,0.2933,1
2020,VINYOLS I ELS ARCS,HORTA,0.2816,4
2020,VINYOLS I ELS ARCS,ENCIAM,0.2559,1
2020,VINYOLS I ELS ARCS,MADUIXA,0.1974,1
2020,VINYOLS I ELS ARCS,ALBERCOQUERS,0.1882,1
2020,VINYOLS I ELS ARCS,POMELO O ARANJA,0.1399,1
2020,VINYOLS I ELS ARCS,CARBASSÓ,0.1241,1
2020,VINYOLS I ELS ARCS,POMERES,0.0342,1
2020,VINYOLS I ELS ARCS,CODONY,0.0143,1
2021,ALBIOL (L'),VINYES,86.995,130
2021,ALBIOL (L'),AMETLLERS,50.388,37
2021,ALBIOL (L'),AVELLANER,31.9821,32
2021,ALBIOL (L'),OLIVERES,10.9587,101
2021,ALBIOL (L'),ORDI,7.2843,3
2021,ALBIOL (L'),GUAR N SIE,5.733,44
2021,ALBIOL (L'),POMERES,0.9222,2
2021,ALBIOL (L'),ALFALS NO SIE,0.8768,5
2021,ALBIOL (L'),GARROFER,0.7909,12
2021,ALBIOL (L'),PRESSEGUERS,0.6945,1
2021,ALBIOL (L'),ALBERCOQUERS,0.4988,1
2021,ALBIOL (L'),PERERES,0.4614,1
2021,ALBIOL (L'),PRUNERES,0.4548,1
2021,ALBIOL (L'),RAÏM DE TAULA,0.2589,1
2021,ALBIOL (L'),NECTARINS,0.2352,1
2021,ALBIOL (L'),ENCIAM,0.2073,1
2021,ALBIOL (L'),HORTA,0.1647,3
2021,ALBIOL (L'),MELÓ,0.1476,1
2021,ALBIOL (L'),ALTRES FRUITERS,0.117,3
2021,ALEIXAR (L'),AVELLANER,496.9069,559
2021,ALEIXAR (L'),OLIVERES,180.2007,583
2021,ALEIXAR (L'),AMETLLERS,137.0612,175
2021,ALEIXAR (L'),GARROFER,16.657,61
2021,ALEIXAR (L'),GUAR N SIE,14.1503,50
2021,ALEIXAR (L'),"CEBES, CALÇOTS, PORROS I ALLS",3.4231,9
2021,ALEIXAR (L'),FLOR TALLADA,2.1753,2
2021,ALEIXAR (L'),NOGUERES,1.4825,5
2021,ALEIXAR (L'),MONGETA NO SIE,0.9542,1
2021,ALEIXAR (L'),TOMÀQUET,0.6531,3
2021,ALEIXAR (L'),CIRERERS,0.5002,2
2021,ALEIXAR (L'),PRESSEGUERS,0.4789,2
2021,ALEIXAR (L'),HORTA,0.4223,11
2021,ALEIXAR (L'),ALTRES FRUITERS,0.3878,13
2021,ALEIXAR (L'),ALBERCOQUERS,0.3306,1
2021,ALEIXAR (L'),ENCIAM,0.2118,6
2021,ALEIXAR (L'),VINYES,0.1383,3
2021,ALEIXAR (L'),PATATA,0.088,3
2021,ALEIXAR (L'),GUARET SIE/ SUP. LLIURE SEMBRA,0.0381,1
2021,ALEIXAR (L'),FIGUERA,0.0244,1
2021,ALFORJA,AVELLANER,246.4979,330
2021,ALFORJA,OLIVERES,82.1578,417
2021,ALFORJA,AMETLLERS,55.6122,139
2021,ALFORJA,ORDI,7.2137,8
2021,ALFORJA,GUAR N SIE,5.979,21
2021,ALFORJA,VINYES,5.6683,17
2021,ALFORJA,FLOR TALLADA,4.3424,1
2021,ALFORJA,NOGUERES,2.1062,1
2021,ALFORJA,ALFALS NO SIE,1.0986,2
2021,ALFORJA,PATATA,0.4974,6
2021,ALFORJA,CIRERERS,0.4427,2
2021,ALFORJA,HORTA,0.409,11
2021,ALFORJA,KIWI,0.313,1
2021,ALFORJA,BLEDA,0.1893,3
2021,ALFORJA,ALTRES FRUITERS,0.1686,3
2021,ALFORJA,GARROFER,0.1379,2
2021,ALFORJA,TOMÀQUET,0.1148,1
2021,ALFORJA,TARONGER,0.1125,2
2021,ALFORJA,ENCIAM,0.0649,1
2021,ALFORJA,PERERES,0.0627,1
2021,ALFORJA,ALBERGÍNIA,0.0404,1
2021,ALMOSTER,AVELLANER,46.1099,65
2021,ALMOSTER,OLIVERES,38.1719,95
2021,ALMOSTER,AMETLLERS,2.3812,12
2021,ALMOSTER,PRESSEGUERS,2.3426,7
2021,ALMOSTER,"CEBES, CALÇOTS, PORROS I ALLS",1.9996,2
2021,ALMOSTER,ORDI,1.4165,1
2021,ALMOSTER,GUAR N SIE,1.2373,5
2021,ALMOSTER,GUARET SIE/ SUP. LLIURE SEMBRA,0.7632,2
2021,ALMOSTER,COLZA,0.6966,1
2021,ALMOSTER,CIRERERS,0.6455,3
2021,ALMOSTER,GARROFER,0.4583,3
2021,ALMOSTER,PATATA,0.0973,1
2021,ALMOSTER,TARONGER,0.0563,3
2021,ALMOSTER,ENCIAM,0.0432,1
2021,ALMOSTER,TOMÀQUET,0.0167,1
2021,ALMOSTER,ALTRES FRUITERS,0.0121,1
2021,ARBOLI,AVELLANER,22.5392,30
2021,ARBOLI,CIVADA,17.0375,15
2021,ARBOLI,AMETLLERS,4.2388,5
2021,ARBOLI,PASTURES DE MENYS DE 5 ANYS,2.8816,5
2021,ARBOLI,VINYES,2.6147,4
2021,ARBOLI,ENCIAM,0.8834,2
2021,ARBOLI,OLIVERES,0.6901,4
2021,ARBOLI,TREPADELLA SIE,0.6034,3
2021,ARBOLI,ORDI,0.4808,3
2021,ARBOLI,COL I COLIFLOR,0.2026,1
2021,ARBOLI,GUARET SIE/ SUP. LLIURE SEMBRA,0.111,1
2021,ARBOLI,HORTA,0.0798,1
2021,BORGES DEL CAMP (LES),OLIVERES,60.7507,148
2021,BORGES DEL CAMP (LES),AVELLANER,33.708,57
2021,BORGES DEL CAMP (LES),AMETLLERS,4.8484,16
2021,BORGES DEL CAMP (LES),GUAR N SIE,2.9543,13
2021,BORGES DEL CAMP (LES),COL I COLIFLOR,0.8011,8
2021,BORGES DEL CAMP (LES),ENCIAM,0.7139,5
2021,BORGES DEL CAMP (LES),CÀNEM,0.6202,2
2021,BORGES DEL CAMP (LES),"CEBES, CALÇOTS, PORROS I ALLS",0.5821,3
2021,BORGES DEL CAMP (LES),TOMÀQUET,0.5275,3
2021,BORGES DEL CAMP (LES),LLIMONER,0.3731,2
2021,BORGES DEL CAMP (LES),ESPECIES AROMÀTIQUES LLENYOSES,0.308,1
2021,BORGES DEL CAMP (LES),ALTRES FRUITERS,0.2745,4
2021,BORGES DEL CAMP (LES),BLEDA,0.2484,1
2021,BORGES DEL CAMP (LES),CIRERERS,0.1923,1
2021,BORGES DEL CAMP (LES),CARABASSA,0.1695,1
2021,BORGES DEL CAMP (LES),ESPINAC,0.156,1
2021,BORGES DEL CAMP (LES),GARROFER,0.1236,1
2021,BORGES DEL CAMP (LES),TARONGER,0.1174,1
2021,BORGES DEL CAMP (LES),ALBERGÍNIA,0.0659,1
2021,BORGES DEL CAMP (LES),PRESSEGUERS,0.041,1
2021,BORGES DEL CAMP (LES),CARBASSÓ,0.0332,1
2021,BOTARELL,OLIVERES,412.0004,463
2021,BOTARELL,AVELLANER,67.003,118
2021,BOTARELL,AMETLLERS,28.6464,65
2021,BOTARELL,GUAR N SIE,21.0604,65
2021,BOTARELL,CIVADA,15.4556,12
2021,BOTARELL,VINYES,12.5827,12
2021,BOTARELL,GARROFER,12.0668,43
2021,BOTARELL,ORDI,5.3188,5
2021,BOTARELL,COL I COLIFLOR,3.1851,3
2021,BOTARELL,PRESSEGUERS,2.5499,6
2021,BOTARELL,"CEBES, CALÇOTS, PORROS I ALLS",1.8693,2
2021,BOTARELL,MONGETA NO SIE,1.681,3
2021,BOTARELL,CARABASSA,1.61,2
2021,BOTARELL,JULIVERT,0.9443,1
2021,BOTARELL,ALTRES FRUITERS,0.8341,16
2021,BOTARELL,TARONGER,0.8252,11
2021,BOTARELL,MENTA,0.4871,3
2021,BOTARELL,HORTA,0.4104,7
2021,BOTARELL,ENCIAM,0.2345,2
2021,BOTARELL,CODONY,0.2245,1
2021,BOTARELL,LLIMONER,0.0482,1
2021,BOTARELL,PRUNERES,0.0456,1
2021,BOTARELL,CIRERERS,0.0251,1
2021,CAMBRILS,OLIVERES,337.4379,451
2021,CAMBRILS,ORDI,98.5965,65
2021,CAMBRILS,COL I COLIFLOR,76.0989,39
2021,CAMBRILS,GUARET SIE/ SUP. LLIURE SEMBRA,57.6889,46
2021,CAMBRILS,"CEBES, CALÇOTS, PORROS I ALLS",50.978,41
2021,CAMBRILS,GUAR N SIE,46.8279,99
2021,CAMBRILS,TRITICALE,42.7863,17
2021,CAMBRILS,ENCIAM,42.4621,22
2021,CAMBRILS,AVELLANER,41.1305,37
2021,CAMBRILS,PATATA,40.5802,16
2021,CAMBRILS,SÍNDRIA,35.3976,15
2021,CAMBRILS,CARABASSA,33.8173,12
2021,CAMBRILS,VINYES,32.4524,16
2021,CAMBRILS,GARROFER,30.2331,135
2021,CAMBRILS,CIVADA,27.4526,18
2021,CAMBRILS,VIVER ARBRE I ARBUST,25.4691,7
2021,CAMBRILS,BLAT TOU,23.5412,19
2021,CAMBRILS,CARXOFA,23.3188,40
2021,CAMBRILS,TARONGER,22.3107,39
2021,CAMBRILS,CLEMENTINA,20.6824,23
2021,CAMBRILS,"ENDÍVIA, ESCAROLA I XICOIRA",19.7193,7
2021,CAMBRILS,PASTANAGA,18.9042,3
2021,CAMBRILS,FONOLL,9.7877,11
2021,CAMBRILS,JULIVERT,8.9797,11
2021,CAMBRILS,FAVES I FAVONS NO SIE,8.9745,8
2021,CAMBRILS,CORIANDRE,8.8864,9
2021,CAMBRILS,TOMÀQUET,8.6537,20
2021,CAMBRILS,FAVES I FAVONS SIE,7.0468,2
2021,CAMBRILS,PLANTA ORNAMENTAL,6.7608,10
2021,CAMBRILS,API,6.1197,6
2021,CAMBRILS,CARBASSÓ,5.074,13
2021,CAMBRILS,VEÇA I CIVADA SIE,4.8241,1
2021,CAMBRILS,PRESSEGUERS,4.6246,16
2021,CAMBRILS,MENTA,4.2755,10
2021,CAMBRILS,MELÓ,4.1925,2
2021,CAMBRILS,PÈSOLS SIE,3.9528,2
2021,CAMBRILS,MONGETA SIE,3.4905,2
2021,CAMBRILS,PÈSOLS NO SIE,3.0054,6
2021,CAMBRILS,MONGETA NO SIE,2.6781,6
2021,CAMBRILS,PEBROT,2.4532,9
2021,CAMBRILS,RAY-GRASS,2.3888,5
2021,CAMBRILS,BLEDA,2.2436,3
2021,CAMBRILS,AMETLLERS,2.1331,11
2021,CAMBRILS,ESPECIES AROMÀTIQUES HERBÀCI,1.8432,2
2021,CAMBRILS,ALTRES FRUITERS,1.6909,26
2021,CAMBRILS,ESPINAC,1.6368,4
2021,CAMBRILS,ALFALS SIE,0.9812,3
2021,CAMBRILS,PRUNERES,0.7537,7
2021,CAMBRILS,ALBERGÍNIA,0.5732,3
2021,CAMBRILS,MANDARINER HÍBRID,0.5043,1
2021,CAMBRILS,NECTARINS,0.41,2
2021,CAMBRILS,PRÉSSEC PLA,0.3754,2
2021,CAMBRILS,COGOMBRE,0.3562,1
2021,CAMBRILS,LLIMONER,0.3515,4
2021,CAMBRILS,PERERES,0.2607,5
2021,CAMBRILS,HORTA,0.2077,3
2021,CAMBRILS,FIGUERA,0.1261,1
2021,CAMBRILS,ALFÀBREGA,0.1092,1
2021,CAMBRILS,ALBERCOQUERS,0.0955,4
2021,CAMBRILS,CIRERERS,0.0822,1
2021,CAMBRILS,POMERES,0.0785,1
2021,CAMBRILS,PASTURES DE MENYS DE 5 ANYS,0.0695,1
2021,CAMBRILS,NESPRER,0.0231,1
2021,CAMBRILS,MAGRANER,0.0097,1
2021,CAPAFONTS,AVELLANER,27.1808,37
2021,CAPAFONTS,GUAR N SIE,3.4281,7
2021,CAPAFONTS,AMETLLERS,2.052,3
2021,CAPAFONTS,POMERES,0.8654,1
2021,CAPAFONTS,VINYES,0.4863,4
2021,CAPAFONTS,PATATA,0.4562,2
2021,CAPAFONTS,HORTA,0.2711,6
2021,CAPAFONTS,ORDI,0.2325,1
2021,CASTELLVELL DEL CAMP,OLIVERES,21.216,51
2021,CASTELLVELL DEL CAMP,AVELLANER,20.9527,24
2021,CASTELLVELL DEL CAMP,AMETLLERS,3.9744,11
2021,CASTELLVELL DEL CAMP,GUAR N SIE,0.5595,2
2021,CASTELLVELL DEL CAMP,TARONGER,0.5234,2
2021,CASTELLVELL DEL CAMP,GARROFER,0.3688,6
2021,COLLDEJOU,AVELLANER,33.3533,48
2021,COLLDEJOU,OLIVERES,3.101,18
2021,COLLDEJOU,AMETLLERS,1.5087,3
2021,COLLDEJOU,GUAR N SIE,0.3898,5
2021,COLLDEJOU,GARLANDA NO SIE,0.3117,1
2021,COLLDEJOU,ENCIAM,0.2041,3
2021,COLLDEJOU,ALTRES FRUITERS,0.0723,1
2021,COLLDEJOU,HORTA,0.0562,2
2021,COLLDEJOU,PERERES,0.0229,1
2021,DUESAIGÜES,OLIVERES,17.3091,63
2021,DUESAIGÜES,AVELLANER,11.2296,22
2021,DUESAIGÜES,AMETLLERS,1.7768,10
2021,DUESAIGÜES,GUAR N SIE,0.5372,8
2021,DUESAIGÜES,CIRERERS,0.5006,1
2021,DUESAIGÜES,CARABASSA,0.3112,3
2021,DUESAIGÜES,GARROFER,0.2819,3
2021,DUESAIGÜES,PRESSEGUERS,0.1885,3
2021,DUESAIGÜES,PATATA,0.1594,1
2021,DUESAIGÜES,TARONGER,0.1559,1
2021,DUESAIGÜES,TOMÀQUET,0.131,1
2021,DUESAIGÜES,KIWI,0.1149,1
2021,DUESAIGÜES,HORTA,0.1076,2
2021,DUESAIGÜES,VINYES,0.1042,1
2021,DUESAIGÜES,ALTRES FRUITERS,0.0487,1
2021,DUESAIGÜES,PRUNERES,0.0374,1
2021,DUESAIGÜES,MADUIXA,0.0174,1
2021,DUESAIGÜES,CARXOFA,0.0173,1
2021,FEBRO (LA),AVELLANER,11.5162,17
2021,FEBRO (LA),CIVADA,3.6278,6
2021,FEBRO (LA),TÒFONA,0.6996,1
2021,FEBRO (LA),GUAR N SIE,0.2825,2
2021,MASPUJOLS,OLIVERES,24.287,81
2021,MASPUJOLS,AVELLANER,19.2064,45
2021,MASPUJOLS,AMETLLERS,10.0503,26
2021,MASPUJOLS,GARROFER,3.5638,22
2021,MASPUJOLS,ALBERCOQUERS,1.396,4
2021,MASPUJOLS,NOGUERES,0.9904,4
2021,MASPUJOLS,BLAT TOU,0.8493,1
2021,MASPUJOLS,FIGUERA,0.5156,3
2021,MASPUJOLS,GUAR N SIE,0.4441,7
2021,MASPUJOLS,ALTRES FRUITERS,0.1123,2
2021,MASPUJOLS,ENCIAM,0.0778,1
2021,MASPUJOLS,TÒFONA,0.0703,1
2021,MASPUJOLS,HORTA,0.0701,2
2021,MASPUJOLS,CIRERERS,0.0388,1
2021,MASPUJOLS,VINYES,0.0247,1
2021,MASPUJOLS,TARONGER,0.0171,1
2021,MONT-ROIG DEL CAMP,OLIVERES,693.6284,838
2021,MONT-ROIG DEL CAMP,GARROFER,206.434,548
2021,MONT-ROIG DEL CAMP,ENCIAM,90.5176,52
2021,MONT-ROIG DEL CAMP,COL I COLIFLOR,49.7314,38
2021,MONT-ROIG DEL CAMP,TARONGER,44.5841,34
2021,MONT-ROIG DEL CAMP,MONGETA NO SIE,41.0455,21
2021,MONT-ROIG DEL CAMP,GUAR N SIE,39.2328,78
2021,MONT-ROIG DEL CAMP,AMETLLERS,38.7202,67
2021,MONT-ROIG DEL CAMP,JULIVERT,37.8165,35
2021,MONT-ROIG DEL CAMP,ORDI,35.5845,29
2021,MONT-ROIG DEL CAMP,PÈSOLS SIE,33.1932,12
2021,MONT-ROIG DEL CAMP,"CEBES, CALÇOTS, PORROS I ALLS",33.1084,29
2021,MONT-ROIG DEL CAMP,CARXOFA,29.1575,19
2021,MONT-ROIG DEL CAMP,PATATA,25.7155,24
2021,MONT-ROIG DEL CAMP,FONOLL,22.429,16
2021,MONT-ROIG DEL CAMP,LLIMONER,18.918,4
2021,MONT-ROIG DEL CAMP,FAVES I FAVONS NO SIE,17.1985,12
2021,MONT-ROIG DEL CAMP,CIVADA,16.7054,22
2021,MONT-ROIG DEL CAMP,API,14.6195,15
2021,MONT-ROIG DEL CAMP,BLAT TOU,11.3743,9
2021,MONT-ROIG DEL CAMP,CORIANDRE,10.6767,7
2021,MONT-ROIG DEL CAMP,AVELLANER,9.8315,6
2021,MONT-ROIG DEL CAMP,CLEMENTINA,8.6647,12
2021,MONT-ROIG DEL CAMP,VINYES,8.1979,6
2021,MONT-ROIG DEL CAMP,MENTA,7.9436,11
2021,MONT-ROIG DEL CAMP,GUARET SIE/ SUP. LLIURE SEMBRA,6.4742,7
2021,MONT-ROIG DEL CAMP,PÈSOLS NO SIE,5.6433,5
2021,MONT-ROIG DEL CAMP,CARABASSA,5.1951,2
2021,MONT-ROIG DEL CAMP,"ENDÍVIA, ESCAROLA I XICOIRA",5.1006,6
2021,MONT-ROIG DEL CAMP,VIVER ARBRE I ARBUST,4.7039,2
2021,MONT-ROIG DEL CAMP,ESPECIES AROMÀTIQUES HERBÀCI,4.0855,4
2021,MONT-ROIG DEL CAMP,SÍNDRIA,3.8754,3
2021,MONT-ROIG DEL CAMP,POMERES,2.6715,3
2021,MONT-ROIG DEL CAMP,CÀNEM,1.6656,1
2021,MONT-ROIG DEL CAMP,POMELO O ARANJA,1.4284,1
2021,MONT-ROIG DEL CAMP,FAVES I FAVONS SIE,1.4171,1
2021,MONT-ROIG DEL CAMP,MELÓ,1.216,6
2021,MONT-ROIG DEL CAMP,ALFALS NO SIE,1.1133,1
2021,MONT-ROIG DEL CAMP,ALTRES FRUITERS,0.673,9
2021,MONT-ROIG DEL CAMP,TOMÀQUET,0.5862,3
2021,MONT-ROIG DEL CAMP,ALFALS SIE,0.5486,1
2021,MONT-ROIG DEL CAMP,TRITICALE,0.5016,1
2021,MONT-ROIG DEL CAMP,MAGRANER,0.4594,1
2021,MONT-ROIG DEL CAMP,MAÇANELLA O SEMPREVIVA,0.3563,1
2021,MONT-ROIG DEL CAMP,HORTA,0.2159,4
2021,MONT-ROIG DEL CAMP,PRESSEGUERS,0.2109,3
2021,MONT-ROIG DEL CAMP,TÒFONA,0.1969,1
2021,MONT-ROIG DEL CAMP,PERERES,0.0592,1
2021,MONT-ROIG DEL CAMP,NESPRER,0.0198,1
2021,MONT-ROIG DEL CAMP,FIGUERA,0.0172,1
2021,MONTBRIO DEL CAMP,OLIVERES,370.0545,303
2021,MONTBRIO DEL CAMP,GUAR N SIE,34.3765,94
2021,MONTBRIO DEL CAMP,VINYES,25.0389,22
2021,MONTBRIO DEL CAMP,CIVADA,14.2025,12
2021,MONTBRIO DEL CAMP,GARROFER,12.5585,35
2021,MONTBRIO DEL CAMP,AMETLLERS,10.4969,18
2021,MONTBRIO DEL CAMP,JULIVERT,9.4573,5
2021,MONTBRIO DEL CAMP,ORDI,8.5042,3
2021,MONTBRIO DEL CAMP,AVELLANER,6.0976,18
2021,MONTBRIO DEL CAMP,PASTURES DE MENYS DE 5 ANYS,5.9208,5
2021,MONTBRIO DEL CAMP,COL I COLIFLOR,4.2407,4
2021,MONTBRIO DEL CAMP,"ENDÍVIA, ESCAROLA I XICOIRA",3.5026,15
2021,MONTBRIO DEL CAMP,TRITICALE,3.4128,7
2021,MONTBRIO DEL CAMP,ENCIAM,3.2289,2
2021,MONTBRIO DEL CAMP,GUARET SIE/ SUP. LLIURE SEMBRA,3.1652,9
2021,MONTBRIO DEL CAMP,FAVES I FAVONS NO SIE,1.9392,2
2021,MONTBRIO DEL CAMP,FAVES I FAVONS SIE,1.4415,1
2021,MONTBRIO DEL CAMP,PRESSEGUERS,0.7185,2
2021,MONTBRIO DEL CAMP,ALTRES FRUITERS,0.6157,9
2021,MONTBRIO DEL CAMP,VIVER ARBRE I ARBUST,0.5885,2
2021,MONTBRIO DEL CAMP,TARONGER,0.4551,8
